Battle_ID,P1_Team,P2_Team,P1_Brought,P2_Brought
gen9championsvgc2026regma-2590546559,"Froslass,Sneasler,Hydreigon,Garchomp,Rotom-Frost,Maushold","Chesnaught,Aerodactyl,Pelipper,Basculegion,Sinistcha,Kingambit","Rotom-Frost,Froslass,Garchomp,Maushold","Sinistcha,Pelipper,Chesnaught"
gen9championsvgc2026regma-2590548048,"Hawlucha,Farigiraf,Excadrill,Tyranitar,Zoroark-Hisui,Primarina","Garchomp,Orthworm,Rotom-Frost,Farigiraf,Talonflame,Froslass","Excadrill,Tyranitar,Hawlucha","Rotom-Frost,Froslass,Orthworm,Garchomp"
gen9championsvgc2026regma-2590548507,"Crabominable,Torkoal,Farigiraf,Incineroar,Hatterene,Blastoise","Torkoal,Lopunny,Garchomp,Sneasler,Delphox,Farigiraf","Torkoal,Farigiraf,Blastoise","Torkoal,Sneasler,Farigiraf,Garchomp"
gen9championsvgc2026regma-2590547234,"Farigiraf,Garchomp,Torkoal,Sneasler,Sylveon,Scovillain","Sharpedo,Meowstic,Archaludon,Volcarona,Sneasler,Sinistcha","Torkoal,Farigiraf,Scovillain,Garchomp","Archaludon,Meowstic,Sinistcha,Sharpedo"
gen9championsvgc2026regma-2590546857,"Greninja,Archaludon,Sinistcha,Pelipper,Zoroark-Hisui,Slowbro-Galar","Tyranitar,Excadrill,Rotom-Wash,Whimsicott,Delphox,Sinistcha","Archaludon,Greninja,Sinistcha,Pelipper","Delphox,Rotom-Wash,Excadrill,Tyranitar"
gen9championsvgc2026regma-2590548212,"Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Typhlosion-Hisui,Whimsicott,Rotom-Wash,Sneasler,Floette-Eternal,Kingambit","Sneasler,Froslass","Sneasler,Typhlosion-Hisui,Floette-Eternal,Kingambit"
gen9championsvgc2026regma-2590545445,"Beedrill,Aegislash,Rotom-Wash,Incineroar,Sneasler,Whimsicott","Aggron,Incineroar,Sinistcha,Sneasler,Tyranitar,Lycanroc","Aegislash,Incineroar,Rotom-Wash","Incineroar,Sinistcha,Aggron,Lycanroc"
gen9championsvgc2026regma-2590544984,"Aerodactyl,Garchomp,Rotom-Wash,Whimsicott,Sinistcha,Floette-Eternal","Kingambit,Basculegion,Aerodactyl,Archaludon,Scovillain,Pelipper","Rotom-Wash,Whimsicott","Archaludon,Pelipper,Scovillain,Kingambit"
gen9championsvgc2026regma-2590547699,"Noivern,Dragapult,Incineroar,Lucario,Sinistcha,Milotic","Beedrill,Sylveon,Excadrill,Tyranitar,Whimsicott,Sableye","Noivern,Incineroar,Dragapult,Lucario","Sylveon,Tyranitar,Excadrill,Beedrill"
gen9championsvgc2026regma-2590545172,"Starmie,Pelipper,Basculegion,Meganium,Archaludon,Sneasler","Whimsicott,Sneasler,Machamp,Dragonite,Bellibolt,Goodra","Basculegion,Sneasler,Pelipper,Meganium","Dragonite,Bellibolt,Sneasler,Whimsicott"
gen9championsvgc2026regma-2590546383,"Aerodactyl,Incineroar,Chesnaught,Sneasler,Farigiraf,Conkeldurr","Kingambit,Milotic,Talonflame,Sableye,Basculegion,Dragonite","Aerodactyl,Sneasler,Incineroar,Chesnaught","Basculegion,Sableye,Milotic,Talonflame"
gen9championsvgc2026regma-2590544836,"Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Venusaur,Tyranitar,Sneasler,Rotom-Wash,Armarouge,Farigiraf","Milotic,Basculegion,Froslass,Kingambit","Sneasler,Rotom-Wash,Tyranitar,Farigiraf"
gen9championsvgc2026regma-2590547328,"Blastoise,Incineroar,Tyranitar,Maushold,Sylveon,Sinistcha","Incineroar,Sneasler,Sinistcha,Aerodactyl,Kangaskhan,Dragapult","Blastoise,Maushold","Aerodactyl,Sneasler"
gen9championsvgc2026regma-2590544120,"Scovillain,Aerodactyl,Archaludon,Pelipper,Basculegion,Kingambit","Floette-Eternal,Sneasler,Corviknight,Sinistcha,Kommo-o,Incineroar","Archaludon,Basculegion,Pelipper,Scovillain","Incineroar,Sneasler,Floette-Eternal,Sinistcha"
gen9championsvgc2026regma-2590546051,"Noivern,Dragapult,Incineroar,Lucario,Sinistcha,Milotic","Sinistcha,Golurk,Clefable,Incineroar,Pelipper,Scizor","Noivern,Milotic,Dragapult","Clefable,Sinistcha,Golurk"
gen9championsvgc2026regma-2590544140,"Tinkaton,Banette,Aerodactyl,Hydreigon,Milotic,Raichu","Floette-Eternal,Aerodactyl,Incineroar,Sneasler,Sinistcha,Rotom-Wash","Banette,Milotic,Tinkaton,Raichu","Floette,Incineroar,Rotom-Wash,Floette-Eternal,Aerodactyl"
gen9championsvgc2026regma-2590541705,"Whimsicott,Charizard,Garchomp,Sneasler,Incineroar,Rotom-Wash","Incineroar,Whimsicott,Lucario,Milotic,Froslass,Sinistcha","Charizard,Rotom-Wash,Whimsicott,Garchomp","Incineroar,Froslass,Milotic,Sinistcha"
gen9championsvgc2026regma-2590544155,"Farigiraf,Torkoal,Venusaur,Rhyperior,Hydreigon,Aegislash","Sneasler,Farigiraf,Primarina,Mamoswine,Tyranitar,Aegislash","Torkoal,Venusaur,Farigiraf,Aegislash","Sneasler,Farigiraf,Mamoswine,Tyranitar"
gen9championsvgc2026regma-2590542744,"Feraligatr,Gardevoir,Sinistcha,Talonflame,Kingambit,Sneasler","Maushold,Starmie,Alcremie,Hydreigon,Rotom-Heat,Whimsicott","Feraligatr,Sneasler,Kingambit,Talonflame","Alcremie,Starmie,Whimsicott,Maushold"
gen9championsvgc2026regma-2590544480,"Pelipper,Archaludon,Basculegion,Dragonite,Sinistcha,Sneasler","Feraligatr,Sneasler,Sinistcha,Kingambit,Camerupt,Farigiraf","Dragonite,Basculegion,Sneasler,Pelipper","Feraligatr,Farigiraf,Sinistcha"
gen9championsvgc2026regma-2590544898,"Crabominable,Chandelure,Gallade,Ninetales-Alola,Rotom-Wash,Kingambit","Palafin,Gengar,Incineroar,Clefable,Whimsicott,Aegislash","Rotom-Wash,Chandelure","Aegislash,Palafin"
gen9championsvgc2026regma-2590553374,"Floette-Eternal,Garchomp,Talonflame,Maushold,Rotom-Wash,Incineroar","Charizard,Scizor,Sneasler,Incineroar,Sinistcha,Milotic","Rotom-Wash,Floette-Eternal,Garchomp,Talonflame","Scizor,Sneasler,Sinistcha,Milotic"
gen9championsvgc2026regma-2590555150,"Drampa,Farigiraf,Torkoal,Sinistcha,Incineroar,Aggron","Pelipper,Archaludon,Glimmora,Dragonite,Basculegion,Sneasler","Sinistcha,Farigiraf,Drampa","Archaludon,Basculegion,Pelipper,Glimmora"
gen9championsvgc2026regma-2590554965,"Mamoswine,Delphox,Sneasler,Kingambit,Sinistcha,Rotom-Wash","Hawlucha,Incineroar,Garganacl,Sableye,Politoed,Gengar","Rotom-Wash,Mamoswine","Gengar,Sableye"
gen9championsvgc2026regma-2590554583,"Charizard,Rotom-Wash,Venusaur,Typhlosion-Hisui,Whimsicott,Sneasler","Palafin,Beedrill,Kommo-o,Incineroar,Sinistcha,Kingambit","Charizard,Sneasler,Rotom-Wash,Typhlosion-Hisui","Incineroar,Kingambit,Beedrill,Kommo-o"
gen9championsvgc2026regma-2590553488,"Sneasler,Tinkaton,Incineroar,Tyranitar,Excadrill,Whimsicott","Victreebel,Talonflame,Incineroar,Sneasler,Primarina,Kingambit","Incineroar,Sneasler,Whimsicott,Tyranitar","Primarina,Incineroar,Kingambit,Victreebel"
gen9championsvgc2026regma-2590554256,"Gengar,Sableye,Feraligatr,Clefable,Kommo-o,Aerodactyl","Dragonite,Archaludon,Dragapult,Aerodactyl,Lucario,Pelipper","Feraligatr,Sableye,Gengar,Aerodactyl","Dragapult,Lucario"
gen9championsvgc2026regma-2590552110,"Floette-Eternal,Sneasler,Corviknight,Sinistcha,Kommo-o,Incineroar","Chandelure,Incineroar,Milotic,Sneasler,Farigiraf,Whimsicott","Floette,Floette-Eternal,Sinistcha,Sneasler,Kommo-o","Milotic,Sneasler,Chandelure,Whimsicott"
gen9championsvgc2026regma-2590553403,"Aerodactyl,Rotom-Wash,Sneasler,Froslass,Slowking-Galar,Avalugg","Milotic,Glimmora,Garchomp,Gengar,Kingambit,Aerodactyl","Avalugg,Froslass,Rotom-Wash","Garchomp,Aerodactyl,Glimmora,Kingambit"
gen9championsvgc2026regma-2590553405,"Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Typhlosion-Hisui,Whimsicott,Rotom-Wash,Sneasler,Floette-Eternal,Kingambit","Basculegion,Sneasler,Froslass","Sneasler,Rotom-Wash,Floette-Eternal,Kingambit"
gen9championsvgc2026regma-2590551952,"Aggron,Farigiraf,Rotom-Wash,Sneasler,Tyranitar,Sinistcha","Ninetales-Alola,Incineroar,Rotom-Wash,Whimsicott,Garchomp,Froslass","Aggron,Sinistcha,Tyranitar","Ninetales-Alola,Rotom-Wash,Garchomp,Froslass"
gen9championsvgc2026regma-2590550811,"Whimsicott,Charizard,Garchomp,Sneasler,Incineroar,Rotom-Wash","Reuniclus,Floette-Eternal,Farigiraf,Cofagrigus,Conkeldurr,Torkoal","Charizard,Sneasler,Whimsicott,Garchomp","Floette-Eternal,Farigiraf,Cofagrigus,Conkeldurr"
gen9championsvgc2026regma-2590550749,"Charizard,Venusaur,Chandelure,Whimsicott,Mamoswine,Samurott-Hisui","Scizor,Sinistcha,Milotic,Aerodactyl,Sneasler,Froslass","Charizard,Samurott-Hisui,Chandelure,Whimsicott","Aerodactyl,Sneasler,Froslass,Milotic"
gen9championsvgc2026regma-2590551228,"Politoed,Gengar,Incineroar,Maushold,Archaludon,Dragonite","Charizard,Samurott-Hisui,Primarina,Venusaur,Farigiraf,Aerodactyl","Archaludon,Incineroar,Dragonite,Politoed","Aerodactyl,Charizard,Farigiraf,Samurott-Hisui"
gen9championsvgc2026regma-2590549487,"Gengar,Sableye,Feraligatr,Clefable,Kommo-o,Aerodactyl","Torkoal,Farigiraf,Hatterene,Incineroar,Golurk,Drampa","Feraligatr,Clefable,Sableye,Kommo-o","Incineroar,Farigiraf,Golurk,Hatterene"
gen9championsvgc2026regma-2590547887,"Basculegion,Kingambit,Archaludon,Farigiraf,Sneasler,Blastoise","Victreebel,Aerodactyl,Pelipper,Garchomp,Kingambit,Sneasler","Sneasler,Farigiraf,Blastoise,Kingambit","Victreebel,Aerodactyl,Sneasler,Garchomp"
gen9championsvgc2026regma-2590552001,"Scovillain,Sneasler,Primarina,Kingambit,Aerodactyl,Garchomp","Gengar,Floette-Eternal,Incineroar,Sinistcha,Garchomp,Rotom-Wash","Primarina,Kingambit","Incineroar,Floette-Eternal,Garchomp"
gen9championsvgc2026regma-2590551666,"Starmie,Aerodactyl,Incineroar,Sneasler,Floette-Eternal,Sinistcha","Serperior,Starmie,Pelipper,Incineroar,Archaludon,Basculegion","Incineroar,Sneasler,Starmie,Sinistcha","Incineroar,Starmie,Pelipper,Serperior"
gen9championsvgc2026regma-2590550263,"Tyranitar,Excadrill,Sneasler,Sinistcha,Corviknight,Primarina","Sharpedo,Meowstic,Archaludon,Volcarona,Sneasler,Sinistcha","Sneasler,Sinistcha,Excadrill,Tyranitar","Archaludon,Meowstic,Sinistcha,Sharpedo"
gen9championsvgc2026regma-2590551197,"Heliolisk,Whimsicott,Sneasler,Charizard,Mamoswine,Kingambit","Kingambit,Floette-Eternal,Basculegion,Aerodactyl,Sneasler,Delphox","Heliolisk,Charizard,Kingambit","Aerodactyl,Sneasler,Floette-Eternal"
gen9championsvgc2026regma-2590549558,"Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Typhlosion-Hisui,Whimsicott,Rotom-Wash,Sneasler,Floette-Eternal,Kingambit","Basculegion,Sneasler,Froslass,Kingambit","Floette,Typhlosion-Hisui,Rotom-Wash,Floette-Eternal,Whimsicott"
gen9championsvgc2026regma-2590551276,"Incineroar,Lucario,Sinistcha,Sneasler,Aegislash,Altaria","Glalie,Noivern,Tinkaton,Oranguru,Torkoal,Meganium","Lucario,Altaria,Sinistcha","Torkoal,Glalie,Oranguru"
gen9championsvgc2026regma-2590551601,"Charizard,Scizor,Sneasler,Incineroar,Sinistcha,Milotic","Chandelure,Whimsicott,Corviknight,Farigiraf,Rotom-Wash,Garchomp","Charizard,Sneasler","Rotom-Wash,Chandelure,Whimsicott,Garchomp"
gen9championsvgc2026regma-2590551258,"Oranguru,Crabominable,Araquanid,Golurk,Sinistcha,Torkoal","Incineroar,Sneasler,Sinistcha,Aerodactyl,Kangaskhan,Dragapult","Araquanid,Oranguru","Aerodactyl,Sneasler"
gen9championsvgc2026regma-2590545907,"Sinistcha,Incineroar,Milotic,Sneasler,Aerodactyl,Kingambit","Charizard,Rotom-Wash,Whimsicott,Incineroar,Kingambit,Venusaur","Milotic,Sneasler,Sinistcha,Aerodactyl","Venusaur,Charizard,Rotom-Wash,Kingambit"
gen9championsvgc2026regma-2590548727,"Floette-Eternal,Sneasler,Corviknight,Sinistcha,Kommo-o,Incineroar","Chandelure,Incineroar,Milotic,Sneasler,Farigiraf,Whimsicott","Sneasler,Floette-Eternal,Kommo-o,Sinistcha","Milotic,Sneasler,Chandelure,Incineroar"
gen9championsvgc2026regma-2590548904,"Lucario,Sneasler,Pelipper,Dragonite,Sinistcha,Incineroar","Whimsicott,Incineroar,Typhlosion-Hisui,Gengar,Charizard,Kingambit","Dragonite,Sneasler,Sinistcha,Pelipper","Gengar,Charizard,Whimsicott,Typhlosion-Hisui"
gen9championsvgc2026regma-2590564242,"Dragapult,Scizor,Whimsicott,Arcanine-Hisui,Greninja,Sneasler","Beedrill,Sylveon,Incineroar,Aerodactyl,Tyranitar,Rotom-Wash",,
gen9championsvgc2026regma-2590557966,"Floette-Eternal,Garchomp,Talonflame,Maushold,Rotom-Wash,Incineroar","Charizard,Scizor,Sneasler,Incineroar,Sinistcha,Milotic","Rotom-Wash,Floette-Eternal,Garchomp,Maushold","Incineroar,Sinistcha,Milotic,Scizor"
gen9championsvgc2026regma-2590563943,"Jolteon,Ninetales-Alola,Sneasler,Garchomp,Sableye,Talonflame","Dragapult,Scizor,Whimsicott,Arcanine-Hisui,Greninja,Sneasler",,
gen9championsvgc2026regma-2590561558,"Charizard,Sneasler,Garchomp,Kingambit,Froslass,Dragonite","Scovillain,Sneasler,Farigiraf,Garchomp,Kingambit,Basculegion","Dragonite,Sneasler,Froslass,Kingambit","Basculegion,Sneasler,Scovillain,Garchomp"
gen9championsvgc2026regma-2590559811,"Lopunny,Volcarona,Basculegion,Corviknight,Garchomp,Ninetales-Alola","Sneasler,Pelipper,Meganium,Archaludon,Aerodactyl,Basculegion","Basculegion,Volcarona,Ninetales-Alola,Lopunny","Archaludon,Sneasler,Pelipper"
gen9championsvgc2026regma-2590559719,"Garganacl,Gengar,Incineroar,Corviknight,Milotic,Sinistcha","Aerodactyl,Aggron,Gyarados,Garchomp,Rotom-Wash,Gardevoir","Incineroar,Milotic,Corviknight","Gyarados,Aerodactyl,Rotom-Wash,Garchomp"
gen9championsvgc2026regma-2590560909,"Ditto,Scovillain,Gyarados,Archaludon,Infernape,Pikachu","Gengar,Sneasler,Sylveon,Politoed,Basculegion,Kingambit","Archaludon,Ditto,Pikachu,Infernape","Gengar,Sneasler,Kingambit,Sylveon"
gen9championsvgc2026regma-2590559006,"Meganium,Charizard,Aerodactyl,Sinistcha,Milotic,Sneasler","Incineroar,Charizard,Sneasler,Milotic,Sinistcha,Rotom-Wash","Aerodactyl,Charizard,Sinistcha,Milotic","Charizard,Milotic,Sneasler,Sinistcha"
gen9championsvgc2026regma-2590558782,"Venusaur,Incineroar,Pelipper,Archaludon,Maushold,Sinistcha","Garchomp,Orthworm,Rotom-Frost,Farigiraf,Talonflame,Froslass","Archaludon,Incineroar,Maushold,Pelipper","Rotom-Frost,Froslass,Orthworm,Talonflame"
gen9championsvgc2026regma-2590554012,"Talonflame,Sinistcha,Palafin,Tyranitar,Sneasler,Starmie","Starmie,Aegislash,Sneasler,Pelipper,Archaludon,Maushold","Palafin,Starmie,Sinistcha,Palafin,Talonflame","Aegislash,Maushold,Sneasler,Pelipper"
gen9championsvgc2026regma-2590559845,"Drampa,Farigiraf,Torkoal,Sinistcha,Incineroar,Aggron","Starmie,Sneasler,Whimsicott,Garchomp,Rotom-Heat,Aerodactyl","Sinistcha,Farigiraf,Drampa","Aerodactyl,Rotom-Heat,Starmie,Garchomp"
gen9championsvgc2026regma-2590560233,"Tyranitar,Meganium,Basculegion,Garchomp,Sneasler,Aerodactyl","Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Garchomp,Aerodactyl,Basculegion,Tyranitar","Basculegion,Sneasler,Froslass,Kingambit"
gen9championsvgc2026regma-2590559106,"Palafin,Beedrill,Kommo-o,Incineroar,Sinistcha,Kingambit","Archaludon,Basculegion,Aerodactyl,Garchomp,Pelipper,Sneasler","Incineroar,Kingambit,Kommo-o,Sinistcha","Archaludon,Basculegion,Pelipper,Aerodactyl"
gen9championsvgc2026regma-2590556269,"Golurk,Mimikyu,Farigiraf,Rampardos,Tyranitar,Incineroar","Incineroar,Gengar,Sinistcha,Kingambit,Pelipper,Hydreigon","Incineroar,Farigiraf,Golurk,Tyranitar","Gengar,Hydreigon,Pelipper,Incineroar"
gen9championsvgc2026regma-2590553751,"Floette-Eternal,Incineroar,Sneasler,Aerodactyl,Garchomp,Rotom-Heat","Whimsicott,Froslass,Incineroar,Aerodactyl,Samurott-Hisui,Aegislash","Floette,Incineroar,Floette-Eternal,Aerodactyl,Rotom-Heat","Aegislash,Samurott-Hisui,Aerodactyl,Incineroar"
gen9championsvgc2026regma-2590557825,"Scovillain,Pelipper,Basculegion,Rotom-Wash,Tyranitar,Kingambit","Roserade,Hatterene,Chimecho,Goodra,Lopunny,Liepard","Pelipper,Scovillain,Kingambit","Goodra,Roserade,Lopunny,Hatterene"
gen9championsvgc2026regma-2590557097,"Goodra-Hisui,Gengar,Arcanine,Basculegion,Espathra,Sinistcha","Froslass,Avalugg-Hisui,Primarina,Lucario,Talonflame,Maushold","Gengar,Basculegion,Espathra,Goodra-Hisui","Primarina,Avalugg-Hisui,Froslass,Maushold"
gen9championsvgc2026regma-2590553081,"Goodra-Hisui,Gengar,Arcanine,Basculegion,Espathra,Sinistcha","Ceruledge,Sinistcha,Arcanine-Hisui,Charizard,Sableye,Milotic","Arcanine,Basculegion,Sinistcha,Gengar","Ceruledge,Arcanine-Hisui,Sinistcha,Sableye"
gen9championsvgc2026regma-2590557768,"Venusaur,Talonflame,Basculegion,Charizard,Sylveon,Sneasler","Aerodactyl,Charizard,Altaria,Garchomp,Sinistcha,Arcanine-Hisui","Charizard,Basculegion,Sneasler,Talonflame","Arcanine-Hisui,Aerodactyl,Sinistcha,Altaria"
gen9championsvgc2026regma-2590559632,"Alcremie,Zoroark-Hisui,Maushold,Whimsicott,Altaria,Primarina","Aggron,Sneasler,Delphox,Garchomp,Tauros-Paldea-Aqua,Sinistcha","Primarina,Altaria","Sneasler,Aggron"
gen9championsvgc2026regma-2590554746,"Politoed,Gengar,Incineroar,Maushold,Archaludon,Dragonite","Scovillain,Sneasler,Tyranitar,Kommo-o,Aegislash,Sinistcha","Archaludon,Incineroar,Dragonite,Politoed","Aegislash,Sneasler,Kommo-o,Tyranitar"
gen9championsvgc2026regma-2590557620,"Talonflame,Sinistcha,Palafin,Tyranitar,Sneasler,Starmie","Starmie,Aegislash,Sneasler,Pelipper,Archaludon,Maushold","Palafin,Starmie,Sinistcha,Tyranitar,Palafin","Archaludon,Aegislash,Sneasler,Pelipper"
gen9championsvgc2026regma-2590556576,"Whimsicott,Charizard,Garchomp,Sneasler,Incineroar,Rotom-Wash","Crabominable,Milotic,Sinistcha,Mimikyu,Incineroar,Golurk","Sneasler,Rotom-Wash,Whimsicott","Mimikyu,Milotic,Crabominable,Golurk,Mimikyu"
gen9championsvgc2026regma-2590558510,"Tyranitar,Meganium,Basculegion,Garchomp,Sneasler,Aerodactyl","Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Garchomp,Aerodactyl,Basculegion,Tyranitar","Basculegion,Sneasler,Froslass,Kingambit"
gen9championsvgc2026regma-2590558297,"Hydrapple,Incineroar,Runerigus,Farigiraf,Skarmory,Crabominable","Tyranitar,Garchomp,Excadrill,Primarina,Incineroar,Rotom-Wash","Incineroar,Crabominable,Farigiraf,Runerigus","Primarina,Incineroar,Tyranitar"
gen9championsvgc2026regma-2590555868,"Incineroar,Slowking,Aggron,Crabominable,Sinistcha,Primarina","Charizard,Heliolisk,Incineroar,Palafin,Aerodactyl,Leafeon","Incineroar,Crabominable,Slowking","Palafin,Leafeon,Charizard,Aerodactyl,Palafin"
gen9championsvgc2026regma-2590555779,"Noivern,Dragapult,Incineroar,Lucario,Sinistcha,Milotic","Floette-Eternal,Garchomp,Rotom-Wash,Talonflame,Incineroar,Aegislash","Milotic,Sinistcha,Incineroar,Lucario","Floette,Rotom-Wash,Floette-Eternal,Garchomp,Talonflame"
gen9championsvgc2026regma-2590555950,"Floette-Eternal,Sneasler,Corviknight,Sinistcha,Kommo-o,Incineroar","Chandelure,Incineroar,Milotic,Sneasler,Farigiraf,Whimsicott","Sneasler,Floette-Eternal,Kommo-o,Sinistcha","Incineroar,Sneasler,Chandelure,Whimsicott"
gen9championsvgc2026regma-2590557687,"Charizard,Ninetales,Whimsicott,Lucario,Heliolisk,Kangaskhan","Froslass,Garchomp,Talonflame,Sneasler,Sinistcha,Kingambit","Ninetales,Charizard,Whimsicott,Lucario","Sneasler,Froslass,Garchomp,Talonflame"
gen9championsvgc2026regma-2590557382,"Pidgeot,Whimsicott,Sneasler,Raichu,Milotic,Farigiraf","Hawlucha,Incineroar,Garganacl,Sableye,Politoed,Gengar","Milotic,Raichu","Gengar,Sableye"
gen9championsvgc2026regma-2590555184,"Charizard,Aerodactyl,Kingambit,Garchomp,Mamoswine,Rotom-Wash","Chesnaught,Bellibolt,Incineroar,Farigiraf,Clefable,Pelipper","Garchomp,Aerodactyl,Charizard,Kingambit","Clefable,Farigiraf,Pelipper,Chesnaught"
gen9championsvgc2026regma-2590556006,"Ninetales-Alola,Pelipper,Arcanine-Hisui,Klefki,Meganium,Crabominable","Meganium,Hawlucha,Pelipper,Incineroar,Archaludon,Vanilluxe","Arcanine-Hisui,Ninetales-Alola,Crabominable,Klefki","Vanilluxe,Archaludon,Pelipper,Hawlucha"
gen9championsvgc2026regma-2590555188,"Aerodactyl,Sneasler,Kingambit,Incineroar,Gourgeist-Super,Starmie","Emolga,Incineroar,Sneasler,Meganium,Tyranitar,Basculegion","Incineroar,Starmie,Gourgeist-Super,Kingambit","Incineroar,Emolga,Sneasler"
gen9championsvgc2026regma-2590556156,"Sinistcha,Incineroar,Milotic,Sneasler,Aerodactyl,Kingambit","Victreebel,Palafin,Arcanine,Alakazam,Klefki,Farigiraf","Milotic,Sinistcha,Incineroar,Aerodactyl","Palafin,Victreebel,Arcanine,Farigiraf,Palafin"
gen9championsvgc2026regma-2590555867,"Tyranitar,Meganium,Basculegion,Garchomp,Sneasler,Aerodactyl","Sneasler,Kingambit,Basculegion,Froslass,Milotic,Dragonite","Garchomp,Aerodactyl,Sneasler,Tyranitar","Basculegion,Sneasler,Froslass,Kingambit"
gen9championsvgc2026regma-2590569123,"Gengar,Sneasler,Sylveon,Politoed,Basculegion,Kingambit","Blastoise,Farigiraf,Kingambit,Sinistcha,Aerodactyl,Kangaskhan","Sylveon,Kingambit","Sinistcha,Farigiraf,Blastoise"
gen9championsvgc2026regma-2590566307,"Incineroar,Gengar,Sinistcha,Kingambit,Pelipper,Hydreigon","Floette-Eternal,Sneasler,Corviknight,Sinistcha,Kommo-o,Incineroar","Gengar,Sinistcha,Pelipper,Incineroar","Incineroar,Sneasler,Floette-Eternal,Kommo-o"
gen9championsvgc2026regma-2590568575,"Araquanid,Scizor,Kleavor,Vivillon,Heracross,Forretress","Sinistcha,Kingambit,Torkoal,Venusaur,Farigiraf,Floette-Eternal","Heracross,Forretress,Araquanid,Kleavor","Torkoal,Farigiraf,Sinistcha"
gen9championsvgc2026regma-2590562837,"Archaludon,Pelipper,Basculegion,Meganium,Sneasler,Scizor","Charizard,Whimsicott,Incineroar,Garchomp,Venusaur,Milotic","Basculegion,Sneasler,Pelipper,Meganium","Venusaur,Charizard,Whimsicott,Incineroar"
gen9championsvgc2026regma-2590564917,"Aggron,Tyranitar,Sinistcha,Gyarados,Farigiraf,Sneasler","Aerodactyl,Aggron,Gyarados,Garchomp,Rotom-Wash,Gardevoir","Gyarados,Sinistcha,Aggron,Farigiraf","Gardevoir,Aggron,Rotom-Wash,Garchomp"
gen9championsvgc2026regma-2590568066,"Espathra,Kangaskhan,Ninetales-Alola,Sinistcha,Tinkaton,Talonflame","Tyranitar,Excadrill,Garchomp,Aerodactyl,Rotom-Wash,Aegislash","Espathra,Ninetales-Alola,Tinkaton,Kangaskhan","Aerodactyl,Rotom-Wash,Excadrill,Tyranitar"
gen9championsvgc2026regma-2590568190,"Floette-Eternal,Sneasler,Incineroar,Aerodactyl,Sinistcha,Alcremie","Scizor,Politoed,Dragonite,Sylveon,Incineroar,Sinistcha","Aerodactyl,Incineroar","Incineroar,Politoed"
gen9championsvgc2026regma-2590566799,"Gengar,Politoed,Basculegion,Archaludon,Incineroar,Sinistcha","Zoroark-Hisui,Kingambit,Meganium,Incineroar,Kleavor,Toxapex","Gengar,Politoed,Sinistcha,Incineroar","Kingambit,Meganium,Kleavor"
gen9championsvgc2026regma-2590566895,"Gengar,Hydrapple,Milotic,Farigiraf,Delphox,Aerodactyl","Aerodactyl,Charizard,Altaria,Garchomp,Sinistcha,Arcanine-Hisui","Delphox,Milotic,Hydrapple,Aerodactyl","Arcanine-Hisui,Aerodactyl,Sinistcha,Altaria"
gen9championsvgc2026regma-2590568700,"Dragapult,Scizor,Whimsicott,Arcanine-Hisui,Greninja,Sneasler","Aggron,Maushold,Sinistcha,Sneasler,Farigiraf,Clefable","Arcanine-Hisui,Sneasler,Greninja","Maushold,Aggron,Farigiraf"
gen9championsvgc2026regma-2590558411,"Palafin,Froslass,Dragonite,Ninetales-Alola,Whimsicott,Arcanine-Hisui","Pelipper,Basculegion,Blastoise,Scizor,Mamoswine,Meganium","Arcanine-Hisui,Ninetales-Alola,Palafin,Dragonite,Palafin","Basculegion,Pelipper,Mamoswine,Meganium"
gen9championsvgc2026regma-2590563145,"Palafin,Froslass,Dragonite,Ninetales-Alola,Whimsicott,Arcanine-Hisui","Pelipper,Basculegion,Blastoise,Scizor,Mamoswine,Meganium","Arcanine-Hisui,Ninetales-Alola,Palafin,Froslass,Palafin","Basculegion,Pelipper,Mamoswine,Meganium"
gen9championsvgc2026regma-2590565116,"Scovillain,Arcanine-Hisui,Dragapult,Basculegion,Sneasler,Archaludon","Victreebel,Talonflame,Incineroar,Sneasler,Primarina,Kingambit","Arcanine-Hisui,Sneasler,Basculegion,Scovillain","Primarina,Incineroar,Victreebel,Talonflame"
gen9championsvgc2026regma-2590564542,"Corviknight,Tyranitar,Archaludon,Arcanine-Hisui,Sneasler,Sinistcha","Glimmora,Sneasler,Delphox,Sinistcha,Garchomp,Ninetales-Alola","Archaludon,Sneasler,Sinistcha,Tyranitar","Sneasler,Sinistcha,Glimmora"
gen9championsvgc2026regma-2590563521,"Delphox,Tyranitar,Garchomp,Corviknight,Aegislash,Sinistcha","Incineroar,Sinistcha,Orthworm,Gardevoir,Palafin,Aerodactyl","Delphox,Aegislash,Garchomp,Corviknight","Palafin,Aerodactyl,Palafin,Incineroar"
gen9championsvgc2026regma-2590564905,"Gengar,Sneasler,Sylveon,Politoed,Basculegion,Kingambit","Incineroar,Hatterene,Farigiraf,Torkoal,Kingambit,Charizard","Gengar,Politoed,Sylveon","Torkoal,Incineroar,Charizard,Hatterene"
